detector_id,location_name,detector_direction,created_date,modified_date,location_latitude,location_longitude,detector_type,detector_status,detector_movement,signal_id,atd_location_id
2060,FM 620 RD / BOULDER LN (South),Westbound,2017-06-26T00:00:00Z,2025-04-15T18:52:00Z,30.428783,-97.842659,Loop,Ok,THRU / RIGHT TURN,888,LOC16-004375
1730,5TH ST / PRESSLER ST,Northbound,2017-06-28T00:00:00Z,2025-02-13T22:30:00Z,30.272729,-97.760832,Loop,Ok,THRU / RIGHT TURN,958,LOC16-004680
1076,WILLIAM CANNON DR / BRUSH COUNTRY RD,Westbound,,2025-10-27T19:12:00Z,30.223387,-97.841698,Loop,Broken,THRU / RIGHT TURN,434,LOC16-002130
1566,US 290 HWY SVRD / PARMER LN,Eastbound,2017-06-28T00:00:00Z,2022-12-29T12:26:00Z,30.344859,-97.581018,Loop,Removed,LEFT TURN,993,LOC16-004855
2029,BRODIE LN / 290 HWY SVRD,Southbound,2017-06-26T00:00:00Z,2023-12-17T17:30:00Z,30.233582,-97.818329,Loop,Ok,LEFT TURN,892,LOC16-004395
383,WEST GATE BLVD / WILLIAM CANNON DR,Eastbound,,2025-10-27T19:02:00Z,30.207201,-97.815392,Loop,Ok,THRU / RIGHT TURN,418,LOC16-002050
1155,LAKE AUSTIN BLVD / VETERANS DR,Southbound,,2025-04-24T22:36:00Z,30.277687,-97.771866,Video,Ok - Minor Issue,"LEFT TURN, THRU / RIGHT TURN",748,LOC16-003685
2439,6511 BLK MC NEIL DR (Oak Knoll Dr/Research Park (Formerly TX Instruments)),Eastbound,2017-06-23T00:00:00Z,2025-03-13T22:37:00Z,30.439367,-97.754227,Loop,Removed,SETBACK,845,LOC16-004160
19,1ST ST / BEN WHITE BLVD SVRD,Eastbound,,2020-06-28T17:32:00Z,30.226185,-97.769669,Loop,Removed,LEFT TURN,544,LOC16-002665
3303,RESEARCH BLVD SVRD / ANDERSON SQ,Northbound,2017-06-23T00:00:00Z,2023-12-16T20:33:00Z,30.353102,-97.714195,Loop,Ok,LEFT TURN,695,LOC16-003425
310,BRAKER LN / DOMAIN DR (Pickle Research Campus Driveway),Westbound,,2023-12-12T19:48:00Z,30.392347,-97.725624,Loop,Ok,LEFT TURN,466,LOC16-002285
1644,AIRPORT BLVD / ZACH SCOTT ST,Southbound,2017-06-28T00:00:00Z,2020-06-10T19:59:00Z,30.294119,-97.707878,Loop,Removed,LEFT TURN,979,LOC16-004785
1768,DESSAU RD / CRYSTAL BEND DR,Southbound,2017-06-28T00:00:00Z,2025-04-23T19:24:00Z,30.407036,-97.636017,Loop,Ok,THRU ONLY,949,LOC16-004635
276,MARTIN LUTHER KING JR BLVD / NUECES ST,Southbound,,2024-08-14T16:56:00Z,30.282238,-97.743744,Video,Ok,LEFT TURN,21,LOC16-000100
2017,OLTORF ST / WICKERSHAM LN,Eastbound,2017-06-26T00:00:00Z,2025-10-09T12:04:00Z,30.225657,-97.724297,Video,Broken,"LEFT TURN, THRU / RIGHT TURN",894,LOC16-004405
1456,ANDERSON MILL RD / CASHELL WOOD DR,Westbound,2017-06-28T00:00:00Z,2024-06-28T20:13:00Z,30.462967,-97.843323,Loop,Removed,LEFT TURN,1017,LOC16-004975
1747,5TH ST / WALSH ST,Northbound,2017-06-28T00:00:00Z,2025-02-06T19:48:00Z,30.271654,-97.758171,Video,Ok,THRU / RIGHT TURN,954,LOC16-004660
3371,CAPITAL OF TEXAS HWY SVRD / LAMAR BLVD SVRD,Westbound,2017-06-22T00:00:00Z,2021-12-29T00:37:00Z,30.234592,-97.795998,Loop,Removed,LEFT TURN,685,LOC16-003375
1870,OLTORF ST / BURLESON RD,Eastbound,2017-06-26T00:00:00Z,2022-10-13T19:41:00Z,30.231491,-97.735733,Loop,Removed,BICYCLE,930,LOC16-004560
3278,DUVAL RD / RESEARCH BLVD SVRD,Southbound,2017-06-23T00:00:00Z,2023-12-16T22:52:00Z,30.418999,-97.74733,Loop,Ok,THRU / RIGHT TURN,699,LOC16-003445
1439,PARMER LN / LEGENDARY DR (Riata Vista Circle - East),Southbound,2017-06-28T00:00:00Z,2025-02-27T18:17:00Z,30.434356,-97.73172,Radar - Wavetronix,Ok,"LEFT TURN, THRU / RIGHT TURN",1019,LOC16-004985
1822,SPICEWOOD SPRINGS RD / MESA DR,Southbound,2017-06-26T00:00:00Z,2022-04-27T15:09:00Z,30.371532,-97.757225,Loop,Removed,THRU / RIGHT TURN,940,LOC16-004590
881,35TH ST / JEFFERSON ST,Westbound,,2025-09-11T17:02:00Z,30.3078,-97.751602,Loop,Broken,LEFT TURN,111,LOC16-000550
2477,11TH ST / NAVASOTA ST (Rosewood Ave),Northbound,2017-06-23T00:00:00Z,2024-10-11T14:44:00Z,30.268389,-97.726914,Loop,Removed,"THRU / LEFT TURN, THRU / RIGHT TURN",840,LOC16-004135
3432,ANDERSON MILL RD / PARMER LN,Westbound,2017-06-22T00:00:00Z,2025-03-17T11:26:00Z,30.460581,-97.754555,Video,Ok,THRU / RIGHT TURN,675,LOC16-003335
2148,BURLESON RD / SMITH SCHOOL RD,Westbound,2017-06-26T00:00:00Z,2024-07-24T19:56:00Z,30.201206,-97.709137,Loop,Ok,LEFT TURN,499,LOC16-002445
11,1ST ST / MARY ST,Eastbound,,2023-12-19T16:32:00Z,30.246565,-97.75634,Loop,Ok,THRU / RIGHT TURN,144,LOC16-000715
3305,RESEARCH BLVD SVRD / ANDERSON SQ,Southbound,2017-06-23T00:00:00Z,2023-12-16T20:34:00Z,30.353102,-97.714195,Loop,Ok,LEFT TURN,695,LOC16-003425
340,LAMAR BLVD / KRAMER LN,Westbound,,2025-10-27T18:26:00Z,30.37954,-97.687683,Loop,Ok,LEFT TURN,477,LOC16-002340
3147,US 183 HWY SVRD / POND SPRINGS RD,Southbound,2017-06-23T00:00:00Z,2021-11-24T14:18:00Z,30.434437,-97.770851,Loop,Removed,LEFT TURN,724,LOC16-003570
1914,CAMERON RD / RUTHERFORD LN,Southbound,2017-06-26T00:00:00Z,2025-07-29T13:25:00Z,30.337326,-97.683243,Video,Ok,THRU / LEFT TURN,920,LOC16-004515
98,MOPAC EXPY / SLAUGHTER LN,Westbound,,2021-09-21T18:49:00Z,30.200995,-97.866875,Loop,Removed,THRU / RIGHT TURN,788,LOC16-003875
3376,BEN WHITE BLVD SVRD / LAMAR BLVD SVRD,Southbound,2017-06-22T00:00:00Z,2020-06-23T20:52:00Z,30.233683,-97.796661,Loop,Removed,THRU / RIGHT TURN,684,LOC16-003370
3489,MC NEIL RD / HOWARD LN,Eastbound,2017-06-19T00:00:00Z,2023-12-01T23:08:00Z,30.449053,-97.725586,Loop,Ok,LEFT TURN,666,LOC16-003290
2441,6511 BLK MC NEIL DR (Oak Knoll Dr/Research Park (Formerly TX Instruments)),Westbound,2017-06-23T00:00:00Z,2025-03-13T22:38:00Z,30.439367,-97.754227,Loop,Removed,SETBACK,845,LOC16-004160
39,LAMAR BLVD / BARTON SKWY (Menchaca Rd),Southbound,,2024-12-02T17:24:00Z,30.243652,-97.782364,Video,Ok,"THRU / LEFT TURN, THRU ONLY",127,LOC16-000630
2191,METRIC BLVD / KRAMER LN,Southbound,2017-06-26T00:00:00Z,2025-03-26T22:09:00Z,30.388744,-97.710403,Video,Ok,"LEFT TURN, THRU / RIGHT TURN",483,LOC16-002370
2334,CAPITAL OF TEXAS HWY / MOPAC EXPY SVRD,Northbound,2017-06-26T00:00:00Z,2021-12-21T21:13:00Z,30.38974,-97.733803,Loop,Removed,THRU / RIGHT TURN,854,LOC16-004200
184,CONGRESS AVE / LIGHTSEY RD,Eastbound,,2025-08-05T11:13:00Z,30.229651,-97.760208,Video,Ok,LEFT TURN,232,LOC16-001140
227,15TH ST / CONGRESS AVE,Eastbound,,2025-06-09T17:34:00Z,30.276918,-97.739494,Loop,Broken,LEFT TURN,222,LOC16-001090
1939,1100 BLK W 45TH ST (TEXAS SCHOOL FOR THE BLIND),Eastbound,2017-06-26T00:00:00Z,2022-12-14T17:03:00Z,30.314329,-97.739349,Loop,Removed,THRU / RIGHT TURN,910,LOC16-004485
259,CAMERON RD / RUNDBERG LN,Northbound,,2023-12-17T19:50:00Z,30.350773,-97.675972,Loop,Ok,THRU ONLY,960,LOC16-004690
2377,FAR WEST BLVD / WOOD HOLLOW DR,Northbound,2017-06-26T00:00:00Z,2020-12-10T19:32:00Z,30.353413,-97.753136,Loop,Removed,THRU / RIGHT TURN,446,LOC16-002190
890,35TH ST / JACKSON AVE,Westbound,,2023-12-22T17:07:00Z,30.308735,-97.75589,Video,Ok,THRU / LEFT TURN,107,LOC16-000530
1696,ANDERSON MILL RD / DIES RANCH RD,Northbound,2017-06-28T00:00:00Z,2024-06-28T20:18:00Z,30.466065,-97.843956,Video,Removed,THRU / LEFT TURN,965,LOC16-004715
3238,BRODIE LN / SILK OAK DR,Northbound,2017-06-23T00:00:00Z,2023-09-27T15:13:00Z,30.190764,-97.845215,Loop,Removed,THRU / RIGHT TURN,704,LOC16-003470
1134,BRODIE LN / ESKEW DR,Northbound,,2023-12-01T21:26:00Z,30.203093,-97.837349,Video,Ok,LEFT TURN,428,LOC16-002100
1455,ANDERSON MILL RD / CASHELL WOOD DR,Eastbound,2017-06-28T00:00:00Z,2024-06-28T20:13:00Z,30.462967,-97.843323,Loop,Removed,THRU / RIGHT TURN,1017,LOC16-004975
409,BRAZOS ST / CESAR CHAVEZ ST,Northbound,,2024-06-21T14:42:00Z,30.263029,-97.74321,Loop,Ok,LEFT TURN,182,LOC16-000900
1705,BURNET RD / ADAMS AVE,Eastbound,2017-06-28T00:00:00Z,2024-12-18T17:17:00Z,30.330071,-97.739891,Loop,Ok,THRU / RIGHT TURN,964,LOC16-004710
3208,US 290 HWY SVRD / INDUSTRIAL OAKS BLVD,Southbound,2017-06-23T00:00:00Z,2023-12-17T16:36:00Z,30.237061,-97.839897,Loop,Ok,THRU / RIGHT TURN,710,LOC16-003500
2093,FM 620 RD / WILSON PARKE AVE,Southbound,2017-06-26T00:00:00Z,2023-12-12T22:22:00Z,30.416769,-97.847313,Loop,Removed,LEFT TURN,879,LOC16-004330
3364,OAK KNOLL DR / RESEARCH BLVD SVRD,Eastbound,2017-06-22T00:00:00Z,2021-12-29T00:34:00Z,30.428883,-97.75946,Loop,Removed,THRU / RIGHT TURN,687,LOC16-003385
1971,51ST ST / GUADALUPE ST,Eastbound,2017-06-26T00:00:00Z,2020-12-18T19:54:00Z,30.317671,-97.728432,Loop,Removed,LEFT TURN,903,LOC16-004450
1482,BEN WHITE BLVD / RIVERSIDE DR,Southbound,2017-06-28T00:00:00Z,2023-12-29T18:24:00Z,30.21806,-97.69058,Video,Ok,THRU / RIGHT TURN,1012,LOC16-004950
2176,MANOR RD / LOYOLA LN,Westbound,2017-06-26T00:00:00Z,2019-10-14T17:35:00Z,30.310062,-97.667152,Loop,Removed,THRU / RIGHT TURN,490,LOC16-002405
139,RESEARCH BLVD SVRD / ANDERSON SQ,Westbound,,2023-12-16T20:33:00Z,30.353102,-97.714195,Loop,Ok,LEFT TURN,695,LOC16-003425
3525,BRAKER LN / JOLLYVILLE RD,Eastbound,2017-06-19T00:00:00Z,2025-03-03T15:14:00Z,30.400698,-97.748863,Video,Removed,LEFT TURN,661,LOC16-003245
1678,2901 BLK S LAKELINE BLVD (Lakeline Boulevard & HEB Driveway),Westbound,2017-06-28T00:00:00Z,2025-10-29T15:17:00Z,30.477882,-97.805733,Video,Ok,"LEFT TURN, THRU / RIGHT TURN",969,LOC16-004735
916,STASSNEY LN / 1ST ST,Westbound,,2025-07-25T11:42:00Z,30.208471,-97.781525,Video,Ok,"LEFT TURN, THRU / RIGHT TURN",403,LOC16-001975
426,15TH ST / BRAZOS ST,Northbound,,2025-02-19T18:12:00Z,30.276548,-97.738197,Video,Ok,LEFT TURN,259,LOC16-001260
425,15TH ST / WEST AVE,Westbound,,2025-08-21T13:50:00Z,30.279146,-97.747284,Loop,Removed,LEFT TURN,216,LOC16-001060
1047,BASTROP HWY / VARGAS RD,Eastbound,,2019-12-17T12:58:00Z,30.239801,-97.688217,Loop,Removed,LEFT TURN,498,LOC16-002440
3393,ESCARPMENT BLVD / SLAUGHTER LN,Northbound,2017-06-22T00:00:00Z,2025-05-23T22:41:00Z,30.2006,-97.878426,Loop,Ok,LEFT TURN,681,LOC16-003355
3427,ANDERSON MILL RD / PARMER LN,Southbound,2017-06-22T00:00:00Z,2024-06-17T22:05:00Z,30.460581,-97.754555,Loop,Ok,LEFT TURN,675,LOC16-003335
1160,LAMAR BLVD / 40TH ST,Westbound,,2025-09-12T16:44:00Z,30.307861,-97.741386,Video,Ok,LEFT TURN,202,LOC16-001000
3352,LAKELINE BLVD / RIDGELINE BLVD,Northbound,2017-06-22T00:00:00Z,2025-09-10T19:13:00Z,30.475338,-97.810898,Loop,Ok,THRU / RIGHT TURN,688,LOC16-003390
2580,FM 620 RD / PARMER LN,Eastbound,2017-06-23T00:00:00Z,2023-12-29T19:18:00Z,30.476822,-97.764977,Loop,Ok,LEFT TURN,824,LOC16-004055
2289,CAPITAL OF TEXAS HWY / RESEARCH BLVD SVRD,Northbound,2017-06-26T00:00:00Z,2024-05-28T22:37:00Z,30.389793,-97.744301,Loop,Broken,THRU / RIGHT TURN,858,LOC16-004220
3282,DUVAL RD / RESEARCH BLVD SVRD,Westbound,2017-06-23T00:00:00Z,2023-12-16T22:52:00Z,30.418999,-97.74733,Loop,Ok,THRU / RIGHT TURN,699,LOC16-003445
1571,CAPITAL OF TEXAS HWY / 2222 RD,Southbound,2017-06-28T00:00:00Z,2022-10-19T18:53:00Z,30.359398,-97.791847,Loop,Removed,THRU / RIGHT TURN,992,LOC16-004850
2228,MC NEIL DR / LOS INDIOS TRL,Northbound,2017-06-26T00:00:00Z,2023-12-22T15:32:00Z,30.437367,-97.760498,Loop,Ok,THRU / RIGHT TURN,865,LOC16-004260
2383,CAPITAL OF TEXAS HWY / STONELAKE BLVD,Southbound,2017-06-23T00:00:00Z,2023-12-22T15:59:00Z,30.390692,-97.739441,Loop,Ok,THRU ONLY,855,LOC16-004210
1772,DESSAU RD / CRYSTAL BEND DR,Westbound,2017-06-28T00:00:00Z,2025-04-23T19:26:00Z,30.407036,-97.636017,Loop,Ok,THRU ONLY,949,LOC16-004635
1826,SPICEWOOD SPRINGS RD / MESA DR,Westbound,2017-06-26T00:00:00Z,2022-04-27T15:10:00Z,30.371532,-97.757225,Loop,Removed,THRU / RIGHT TURN,940,LOC16-004590
293,AIRPORT BLVD / GUADALUPE ST,Northbound,,2025-09-03T21:49:00Z,30.33396,-97.716927,Radar - Iteris,Ok,LEFT TURN,14,LOC16-000065
3398,ESCARPMENT BLVD / SLAUGHTER LN,Eastbound,2017-06-22T00:00:00Z,2024-04-02T15:00:00Z,30.2006,-97.878426,Loop,Ok,SETBACK,681,LOC16-003355
1167,KOENIG LN / GROVER AVE,Westbound,,2021-06-11T12:58:00Z,30.329882,-97.729485,Loop,Removed,LEFT TURN,12,LOC16-000055
1811,MESA DR / STECK AVE,Northbound,2017-06-26T00:00:00Z,2024-09-19T18:35:00Z,30.374355,-97.755455,Video,Ok - Minor Issue,LEFT TURN,941,LOC16-004595
2163,FM 2222 RD / LAKEWOOD DR,Westbound,2017-06-26T00:00:00Z,2023-12-22T15:12:00Z,30.358913,-97.787727,Loop,Ok,LEFT TURN,870,LOC16-004285
1612,12TH ST / CHESTNUT AVE,Eastbound,2017-06-28T00:00:00Z,2023-12-18T22:28:00Z,30.274361,-97.715981,Loop,Removed,LEFT TURN,986,LOC16-004820
111,MENCHACA RD / SLAUGHTER LN,Southbound,,2025-10-27T18:16:00Z,30.173737,-97.823731,Video,Ok,THRU / LEFT TURN,197,LOC16-000975
3125,METRIC BLVD / RUNDBERG LN,Westbound,2017-06-23T00:00:00Z,2025-08-25T11:17:00Z,30.375181,-97.719727,Video,Ok,"LEFT TURN, THRU / RIGHT TURN",728,LOC16-003590
1757,OLTORF ST / 5TH ST,Northbound,2017-06-28T00:00:00Z,2025-09-08T18:08:00Z,30.243938,-97.764336,Video,Ok,LEFT TURN,950,LOC16-004640
125,2901 BLK E PARMER LN (Samsung Plant Driveway),Northbound,,2025-06-25T13:20:00Z,30.378025,-97.635544,Video,Ok,LEFT TURN,562,LOC16-002755
1021,STASSNEY LN / 35 SVRD,Westbound,,2021-09-21T17:59:00Z,30.198689,-97.764488,Loop,Removed,LEFT TURN,427,LOC16-002095
2500,SPICEWOOD SPRINGS RD / FOUR IRON DR,Southbound,2017-06-23T00:00:00Z,2024-10-03T11:08:00Z,30.431625,-97.778297,Video,Removed,"BICYCLE, LEFT TURN",837,LOC16-004120
2267,FM 2222 RD / BELL MOUNTAIN DR,Westbound,2017-06-26T00:00:00Z,2025-05-05T21:08:00Z,30.37719,-97.805458,Loop,Inactive,THRU ONLY,861,LOC16-004240
1630,IH 35 SVRD / 32ND ST,Eastbound,2017-06-28T00:00:00Z,2024-07-02T14:53:00Z,30.289299,-97.723457,Loop,Broken,LEFT TURN,983,LOC16-004805
3158,SPICEWOOD SPRINGS RD / RUSTIC ROCK DR,Eastbound,2017-06-23T00:00:00Z,2023-12-17T17:14:00Z,30.430147,-97.781227,Loop,Ok,LEFT TURN,720,LOC16-003550
988,AIRPORT BLVD / MANOR RD,Westbound,,2024-04-04T20:59:00Z,30.286293,-97.70636,Loop,Ok,THRU / RIGHT TURN,165,LOC16-000820
1900,SLAUGHTER LN / FRANCIA TRL,Eastbound,2017-06-26T00:00:00Z,2022-12-14T21:52:00Z,30.169279,-97.79583,Loop,Removed,THRU / RIGHT TURN,922,LOC16-004525
1712,ROSS RD / SAINT THOMAS DR,Eastbound,2017-06-28T00:00:00Z,2024-07-02T14:31:00Z,30.178305,-97.615196,Loop,Ok,LEFT TURN,963,LOC16-004705
1501,3201 BLK S LAMAR BLVD (BROKEN SPOKE),Westbound,2017-06-28T00:00:00Z,2025-01-06T23:50:00Z,30.240471,-97.786667,Loop,Ok,THRU / RIGHT TURN,1008,LOC16-004930
254,DESSAU RD / BRAKER LN (Shropshire),Northbound,,2024-09-11T20:11:00Z,30.377291,-97.658661,Video,Ok,LEFT TURN,260,LOC16-001265
1550,9700 BLK ANDERSON MILL RD (Bethany),Northbound,2017-06-28T00:00:00Z,2021-01-14T15:21:00Z,30.44696,-97.797707,Loop,Removed,LEFT TURN,997,LOC16-004875
3465,9719 BLK GREAT HILLS TRL (Great Hills & Sommerset),Northbound,2017-06-19T00:00:00Z,2025-04-14T15:51:00Z,30.394476,-97.752121,Loop,Removed,LEFT TURN,669,LOC16-003305
3190,ST JOHNS AVE / NORTHCREST BLVD,Southbound,2017-06-23T00:00:00Z,2023-12-17T16:50:00Z,30.336659,-97.712044,Loop,Ok,THRU / RIGHT TURN,714,LOC16-003520
1016,STASSNEY LN / 35 SVRD,Southbound,,2021-09-21T17:57:00Z,30.198195,-97.763657,Loop,Removed,LEFT TURN,426,LOC16-002090
1003,LAKELINE BLVD / PECAN PARK BLVD,Northbound,,2025-09-10T20:29:00Z,30.476854,-97.807221,Loop,Ok,LEFT TURN,606,LOC16-003025
2081,ST ELMO RD / WOODWARD ST,Eastbound,2017-06-26T00:00:00Z,2025-03-26T20:58:00Z,30.210224,-97.747315,Video,Ok,LEFT TURN,881,LOC16-004340
1468,CESAR CHAVEZ ST / PEDERNALES ST,Southbound,2017-06-28T00:00:00Z,2023-12-29T19:05:00Z,30.254398,-97.716759,Loop,Ok,LEFT TURN,1015,LOC16-004965
430,MANOR RD / LOYOLA LN,Southbound,,2019-10-14T17:34:00Z,30.310062,-97.667152,Loop,Removed,LEFT TURN,490,LOC16-002405
1040,BURNET RD / NORTH LOOP BLVD,Southbound,,2024-04-26T16:13:00Z,30.325851,-97.739616,Loop,Ok,THRU / RIGHT TURN,87,LOC16-000430
2299,CAPITAL OF TEXAS HWY / RESEARCH BLVD SVRD,Southbound,2017-06-26T00:00:00Z,2024-05-28T22:35:00Z,30.389252,-97.745766,Loop,Broken,THRU / RIGHT TURN,857,LOC16-004225
948,MANOR RD / BERKMAN DR,Westbound,,2021-12-03T16:20:00Z,30.289087,-97.69854,Loop,Removed,THRU / RIGHT TURN,488,LOC16-002395
3470,9719 BLK GREAT HILLS TRL (Great Hills & Sommerset),Eastbound,2017-06-19T00:00:00Z,2025-04-14T15:51:00Z,30.394476,-97.752121,Loop,Removed,THRU / RIGHT TURN,669,LOC16-003305
1199,7TH ST / PLEASANT VALLEY RD,Northbound,,2022-01-20T20:32:00Z,30.260126,-97.709496,Loop,Removed,THRU / RIGHT TURN,355,LOC16-001740
2293,CAPITAL OF TEXAS HWY / RESEARCH BLVD SVRD,Westbound,2017-06-26T00:00:00Z,2024-05-28T22:38:00Z,30.389793,-97.744301,Loop,Broken,THRU / RIGHT TURN,858,LOC16-004220
2518,MARTIN LUTHER KING JR BLVD / TANNEHILL LN,Southbound,2017-06-23T00:00:00Z,2024-07-30T21:27:00Z,30.28631,-97.669411,Loop,Removed,LEFT TURN,834,LOC16-004105
395,15TH ST / NUECES ST,Northbound,,2022-11-21T19:20:00Z,30.278534,-97.745148,Loop,Removed,THRU / RIGHT TURN,218,LOC16-001070
3356,LAKELINE BLVD / RIDGELINE BLVD,Eastbound,2017-06-22T00:00:00Z,2025-09-10T19:14:00Z,30.475338,-97.810898,Loop,Ok,THRU / RIGHT TURN,688,LOC16-003390
1129,RUNDBERG LN / PARKFIELD DR,Southbound,,2025-04-16T14:42:00Z,30.367405,-97.706245,Video,Ok,THRU / RIGHT TURN,480,LOC16-002355
384,15TH ST / RIO GRANDE ST,Eastbound,,2025-04-28T17:44:00Z,30.278841,-97.746231,Loop,Removed,LEFT TURN,217,LOC16-001065
3500,MANOR RD / SPRINGDALE RD,Northbound,2017-06-19T00:00:00Z,2022-05-05T12:17:00Z,30.308987,-97.66906,Loop,Removed,THRU / RIGHT TURN,664,LOC16-003280
1990,STASSNEY LN / WEST GATE BLVD (Cherry Creek Dr),Northbound,2017-06-26T00:00:00Z,2019-06-06T11:58:00Z,30.219011,-97.807129,Loop,Removed,THRU / RIGHT TURN,900,LOC16-004435
1623,MANOR RD / CHERRYWOOD RD,Westbound,2017-06-28T00:00:00Z,2024-02-14T19:38:00Z,30.284456,-97.718188,Video,Ok,THRU / RIGHT TURN,985,LOC16-004815
1797,WILLIAM CANNON DR / MOPAC EXPY SVRD,Eastbound,2017-06-28T00:00:00Z,2023-12-17T19:23:00Z,30.220665,-97.836968,Loop,Removed,LEFT TURN,946,LOC16-004620
2232,MC NEIL DR / LOS INDIOS TRL,Eastbound,2017-06-26T00:00:00Z,2023-12-22T15:33:00Z,30.437367,-97.760498,Loop,Ok,THRU / RIGHT TURN,865,LOC16-004260
2400,MARTIN LUTHER KING JR BLVD / E M FRANKLIN AVE,Eastbound,2017-06-23T00:00:00Z,2025-03-13T23:08:00Z,30.28373,-97.696091,Loop,Removed,LEFT TURN,851,LOC16-004190
1559,WILLIAM CANNON DR / MOPAC EXPY SVRD,Northbound,2017-06-28T00:00:00Z,2023-06-30T12:18:00Z,30.219666,-97.83625,Loop,Removed,THRU / RIGHT TURN,995,LOC16-004865
53,LAMAR BLVD / BLUEBONNET LN,Northbound,,2025-08-27T19:59:00Z,30.246923,-97.777184,Video,Broken,"LEFT TURN, THRU / RIGHT TURN",124,LOC16-000615
302,AIRPORT BLVD / LEVANDER LOOP,Southbound,,2025-08-11T14:44:00Z,30.253723,-97.692543,Loop,Broken,LEFT TURN,174,LOC16-000865
1815,MESA DR / STECK AVE,Eastbound,2017-06-26T00:00:00Z,2024-09-19T18:37:00Z,30.374355,-97.755455,Video,Ok,LEFT TURN,941,LOC16-004595
353,AIRPORT BLVD / SPRINGDALE RD,Northbound,,2025-08-07T12:57:00Z,30.26561,-97.695511,Loop,Removed,"BICYCLE, LEFT TURN, THRU / RIGHT TURN",160,LOC16-000795
133,FM 620 RD / PARMER LN,Southbound,,2023-12-29T19:20:00Z,30.476822,-97.764977,Loop,Ok,LEFT TURN,824,LOC16-004055
1855,CONGRESS AVE / JAMES ST,Northbound,2017-06-26T00:00:00Z,2023-12-17T18:55:00Z,30.251116,-97.749107,Loop,Removed,LEFT TURN,933,LOC16-004570
3411,51ST ST / BERKMAN DR,Southbound,2017-06-22T00:00:00Z,2024-12-09T14:43:00Z,30.303907,-97.698875,Loop,Ok,LEFT TURN,678,LOC16-003345
3257,FM 969 RD / DECKER LN,Eastbound,2017-06-23T00:00:00Z,2025-10-13T21:01:00Z,30.276794,-97.637276,Loop,Ok,LEFT TURN,702,LOC16-003460
77,SLAUGHTER LN / BECKETT RD,Southbound,,2025-09-03T20:42:00Z,30.200909,-97.87088,Loop,Ok,THRU / RIGHT TURN,511,LOC16-002500
1574,CAPITAL OF TEXAS HWY / 2222 RD,Westbound,2017-06-28T00:00:00Z,2023-12-18T22:41:00Z,30.359398,-97.791847,Loop,Ok,THRU ONLY,992,LOC16-004850
1761,OLTORF ST / 5TH ST,Eastbound,2017-06-28T00:00:00Z,2025-09-08T18:08:00Z,30.243938,-97.764336,Video,Ok,LEFT TURN,950,LOC16-004640
3436,PARMER LN / TAMAYO DR,Southbound,2017-06-19T00:00:00Z,2024-06-17T22:03:00Z,30.455952,-97.752777,Loop,Ok,THRU / RIGHT TURN,674,LOC16-003330
2044,OLTORF ST / SCHRIBER ST,Westbound,2017-06-26T00:00:00Z,2025-04-15T22:16:00Z,30.23468,-97.743683,Loop,Ok,THRU / RIGHT TURN,890,LOC16-004385
1657,7010 BLK W SH 71 (CENTER OF THE HILLS SHOPPING CENTER),Westbound,2017-06-28T00:00:00Z,2025-04-15T22:10:00Z,30.23517,-97.876595,Loop,Broken,LEFT TURN,976,LOC16-004770
130,2901 BLK E PARMER LN (Samsung Plant Driveway),Westbound,,2024-06-17T14:43:00Z,30.378025,-97.635544,Video,Ok,LEFT TURN,562,LOC16-002755
976,AIRPORT BLVD / MANOR RD,Eastbound,,2024-04-04T20:58:00Z,30.286293,-97.70636,Loop,Ok,LEFT TURN,165,LOC16-000820
3163,THOMPKINS DR / YAGER LN,Southbound,2017-06-23T00:00:00Z,2025-04-22T16:31:00Z,30.390825,-97.659042,Video,Ok,THRU / RIGHT TURN,719,LOC16-003545
1688,KOENIG LN / ARROYO SECO,Northbound,2017-06-28T00:00:00Z,2025-01-30T17:16:00Z,30.33239,-97.73474,Video,Ok,"BICYCLE, THRU / LEFT TURN",966,LOC16-004720
1028,RED RIVER ST / 41ST ST,Southbound,,2025-03-26T17:37:00Z,30.299683,-97.722389,Video,Ok,"LEFT TURN, THRU / RIGHT TURN",63,LOC16-000310
1880,CAMERON RD / FERGUSON LN,Eastbound,2017-06-26T00:00:00Z,2025-02-13T22:50:00Z,30.345804,-97.67749,Video,Ok,THRU / RIGHT TURN,926,LOC16-004545
1109,PLEASANT VALLEY RD / WILLIAM CANNON DR,Westbound,,2025-08-06T14:47:00Z,30.179674,-97.746903,Loop,Removed,LEFT TURN,198,LOC16-000980
1959,FM 620 RD / EL SALIDO PKWY,Northbound,2017-06-26T00:00:00Z,2023-12-18T22:49:00Z,30.458035,-97.823113,Loop,Ok,LEFT TURN,906,LOC16-004465
237,DUVAL RD / RESEARCH BLVD SVRD,Northbound,,2023-12-26T13:37:00Z,30.419102,-97.746445,Loop,Ok,THRU / LEFT TURN,609,LOC16-002990
2457,GREAT HILLS TRL / STONELAKE BLVD,Westbound,2017-06-23T00:00:00Z,2023-12-29T18:05:00Z,30.393414,-97.739647,Loop,Ok,THRU / RIGHT TURN,844,LOC16-004155
1708,ROSS RD / SAINT THOMAS DR,Northbound,2017-06-28T00:00:00Z,2024-06-25T21:11:00Z,30.178305,-97.615196,Loop,Ok,LEFT TURN,963,LOC16-004705
