detector_id,location_name,detector_direction,created_date,modified_date,location_latitude,location_longitude,detector_type,detector_status,detector_movement,signal_id,atd_location_id
8215,BRAKER LN / STONELAKE BLVD (HUB 12),Eastbound,2023-09-13T00:00:00Z,2025-07-10T11:21:00Z,30.398958,-97.739288,Radar - Smartmicro,Broken,"LEFT TURN, THRU / RIGHT TURN, THRU ONLY",759,LOC16-003740
8498,US 183 HWY / METROPOLIS DR,Northbound,2023-12-12T00:00:00Z,2025-06-12T17:00:00Z,30.209925,-97.683281,Radar - Smartmicro,Ok,THRU / LEFT TURN,860,LOC16-004235
6185,FM 2222 RD / RIVER PLACE BLVD,Northbound,2017-09-22T00:00:00Z,2020-06-29T19:02:00Z,30.394526,-97.845512,Gridsmart,Removed,"LEFT TURN, RIGHT TURN, THRU ONLY",827,LOC16-004070
9771,CAPITAL OF TEXAS HWY / 2222 RD,Southbound,2025-06-25T00:00:00Z,2025-06-25T16:16:00Z,30.359251,-97.790527,Loop,Removed,LEFT TURN,991,LOC16-004845
8894,MC NEIL DR / PARMER LN,Eastbound,2024-06-17T00:00:00Z,2025-03-10T15:23:00Z,30.44385,-97.742394,Radar - Smartmicro,Ok,"LEFT TURN, THRU / RIGHT TURN",677,LOC16-003340
8327,ANDERSON LN / ROCKWOOD LN,Southbound,2023-09-18T00:00:00Z,2023-12-17T19:32:00Z,30.359753,-97.738266,Loop,Ok,"THRU / LEFT TURN, THRU / RIGHT TURN",94,LOC16-000465
9130,PARMER LN / MOPAC EXPY SVRD,Eastbound,2024-10-10T00:00:00Z,2025-07-15T22:39:00Z,30.419977,-97.703583,Radar - Smartmicro,Broken,"THRU / RIGHT TURN, THRU ONLY",517,LOC16-002530
8838,5TH ST / PLEASANT VALLEY RD,Southbound,2024-05-21T00:00:00Z,2025-04-03T21:03:00Z,30.256628,-97.711105,Radar - Smartmicro,Ok,"LEFT TURN, THRU / RIGHT TURN",836,LOC16-004115
8629,38TH ST / WEST AVE,Southbound,2024-04-10T00:00:00Z,2025-04-21T16:05:00Z,30.304424,-97.741432,Radar - Smartmicro,Ok,"LEFT TURN, THRU / RIGHT TURN",327,LOC16-001600
9018,WINDSOR RD / HARTFORD RD (Mopac / Loop 1),Southbound,2024-08-09T00:00:00Z,2025-08-13T13:57:00Z,30.291653,-97.75882,Video,Ok,"LEFT TURN, THRU / RIGHT TURN",236,LOC16-001160
6223,PARMER LN / LAKELINE BLVD,Westbound,2017-12-10T00:00:00Z,2025-09-17T13:08:00Z,30.487953,-97.771332,Video,Ok,THRU / LEFT TURN,799,LOC16-003930
7877,GATTIS SCHOOL RD / PRIEM LN,Westbound,2023-09-06T00:00:00Z,2023-12-29T22:32:00Z,30.497502,-97.592915,Loop,Ok,THRU ONLY,1026,LOC16-005230
8023,WILLIAM CANNON DR / CIRCLE S RD,Westbound,2023-09-11T00:00:00Z,2025-10-27T18:28:00Z,30.192722,-97.777596,Radar - Smartmicro,Ok,"LEFT TURN, THRU / RIGHT TURN, THRU ONLY",377,LOC16-001850
8012,ESCARPMENT BLVD / CONVICT HILL RD,Southbound,2023-09-08T00:00:00Z,2023-09-08T16:10:00Z,30.225796,-97.86866,Gridsmart,Removed,"BICYCLE, LEFT TURN, THRU / RIGHT TURN, THRU ONLY",343,LOC16-001680
9372,RUNDBERG LN / COLLINFIELD DR,Southbound,2025-04-10T00:00:00Z,2025-04-10T16:02:00Z,30.365328,-97.701653,Video,Ok,"THRU / LEFT TURN, THRU / RIGHT TURN",492,LOC16-002415
9095,1ST ST / POWELL CIR,Westbound,2024-09-09T00:00:00Z,2025-09-17T21:32:00Z,30.235273,-97.763954,Video,Broken,"LEFT TURN, RIGHT TURN",333,LOC16-001630
6238,JOLLYVILLE RD / BALCONES WOODS DR,Westbound,2018-01-04T00:00:00Z,2024-04-02T17:52:00Z,30.407795,-97.747864,Video,Removed,"LEFT TURN, THRU / RIGHT TURN, THRU ONLY",611,LOC16-003000
9906,LOYOLA LN / CRYSTALBROOK DR,Westbound,2025-11-05T00:00:00Z,2025-11-05T14:32:00Z,30.302908,-97.653885,Currux,Ok,THRU / RIGHT TURN,817,LOC16-004020
9844,AIRPORT BLVD / 51ST ST,Northbound,2025-08-22T00:00:00Z,2025-09-04T19:17:00Z,30.312069,-97.71534,Currux,Ok,STOP BAR,170,LOC16-000845
7758,FM 2222 RD / SITIO DEL RIO BLVD,Westbound,2023-01-05T00:00:00Z,2023-12-17T18:34:00Z,30.392931,-97.841827,Radar - Smartmicro,Ok,THRU / LEFT TURN,928,LOC16-004550
9659,DUVAL RD / RESEARCH BLVD SVRD,Eastbound,2025-06-25T00:00:00Z,2025-06-25T13:10:00Z,30.419102,-97.746445,Loop,Ok,THRU / RIGHT TURN,609,LOC16-002990
9512,BULL CREEK RD / HANCOCK DR,Northbound,2025-06-12T00:00:00Z,2025-06-20T12:59:00Z,30.327637,-97.749146,Currux,Ok,THRU / LEFT TURN,577,LOC16-002830
8352,SPICEWOOD SPRINGS RD / WOOD HOLLOW DR,Southbound,2023-09-18T00:00:00Z,2025-08-28T18:37:00Z,30.361765,-97.746895,Radar - Smartmicro,Ok,"THRU / LEFT TURN, THRU / RIGHT TURN",99,LOC16-000490
7913,CESAR CHAVEZ ST / TILLERY ST,Eastbound,2023-09-07T00:00:00Z,2025-08-01T13:06:00Z,30.251696,-97.708788,Radar - Smartmicro,Ok,"LEFT TURN, THRU ONLY",1077,LOC16-005810
9410,BRODIE LN / WILLIAM CANNON DR,Northbound,2025-05-08T00:00:00Z,2025-10-27T19:06:00Z,30.213778,-97.830383,Radar - Smartmicro,Ok,STOP BAR,419,LOC16-002055
6010,US 290 HWY SVRD / E US 290 ARTERIAL A RAMP,Eastbound,2017-09-11T00:00:00Z,2024-10-09T19:51:00Z,30.329144,-97.641388,Video,Removed,"THRU / RIGHT TURN, LEFT TURN",981,LOC16-004795
9861,WESTBANK DR / ALLEN RD,Northbound,2025-09-05T00:00:00Z,2025-09-05T17:29:00Z,30.274342,-97.812248,Currux,Ok,RIGHT TURN,822,LOC16-004045
8539,BRODIE LN / BEN GARZA LN,Northbound,2024-02-07T00:00:00Z,2024-04-24T15:34:00Z,30.219816,-97.826653,Video,Ok,"LEFT TURN, THRU / RIGHT TURN",806,LOC16-003965
8964,CAPITAL OF TEXAS HWY / MOPAC EXPY SVRD,Eastbound,2024-07-17T00:00:00Z,2024-10-30T19:16:00Z,30.389957,-97.734985,No Detectors,Recabling And/Or Rodded Conduit Required,THRU ONLY,853,LOC16-004205
8743,WALSH TARLTON LN / PINNACLE RD,Northbound,2024-05-16T00:00:00Z,2024-09-06T20:19:00Z,30.268981,-97.804552,Radar - Smartmicro,Ok,"LEFT TURN, THRU / RIGHT TURN",830,LOC16-004085
8821,BURLESON RD / SMITH SCHOOL RD,Southbound,2024-05-21T00:00:00Z,2025-08-13T14:10:00Z,30.201206,-97.709137,Video,Ok,"LEFT TURN, THRU / RIGHT TURN",499,LOC16-002445
8669,PARMER LN / LEGENDARY DR (Riata Vista Circle - West),Eastbound,2024-04-30T00:00:00Z,2025-07-22T11:55:00Z,30.437298,-97.735954,Video,Ok,"RIGHT TURN, THRU / LEFT TURN",775,LOC16-003815
9630,ANDERSON LN SVRD / LAMAR BLVD SVRD,Westbound,2025-06-24T00:00:00Z,2025-06-24T21:07:00Z,30.34849,-97.7125,Loop,Removed,"LEFT TURN, THRU / RIGHT TURN",638,LOC16-003135
9032,METRIC BLVD / GRACY FARMS LN,Eastbound,2024-08-09T00:00:00Z,2025-09-23T17:28:00Z,30.398281,-97.704437,Video,Ok,"LEFT TURN, THRU / RIGHT TURN",484,LOC16-002375
8041,CONGRESS AVE / WILLIAM CANNON DR,Westbound,2023-09-11T00:00:00Z,2025-10-27T18:31:00Z,30.193014,-97.778877,Radar - Smartmicro,Ok,"LEFT TURN, RIGHT TURN, THRU ONLY",411,LOC16-002015
5991,FM 620 RD / 183 HWY SVRD,Northbound,2017-09-11T00:00:00Z,2024-07-01T17:38:00Z,30.468306,-97.796333,Video,Broken,"THRU / RIGHT TURN, LEFT TURN",898,LOC16-004425
9175,AIRPORT BLVD / GUADALUPE ST,Westbound,2024-11-18T00:00:00Z,2025-09-03T21:49:00Z,30.33396,-97.716927,Radar - Iteris,Ok,"LEFT TURN, THRU / RIGHT TURN",14,LOC16-000065
9082,CONGRESS AVE / BEN WHITE BLVD SVRD,Westbound,2024-09-08T00:00:00Z,2025-05-21T21:03:00Z,30.22341,-97.763596,Radar - Smartmicro,Inactive,THRU / LEFT TURN,415,LOC16-002035
7818,CONGRESS AVE / RAMBLE LN,Northbound,2023-07-14T00:00:00Z,2025-08-19T17:24:00Z,30.208877,-97.772842,Radar - Iteris,Removed,THRU / LEFT TURN,1111,LOC16-006095
7628,RUNDBERG LN / NORTH PLZ,Northbound,2022-08-17T00:00:00Z,2024-12-04T00:38:00Z,30.355965,-97.684334,Video,Ok,"BICYCLE, LEFT TURN, RIGHT TURN",478,LOC16-002345
9228,JOLLYVILLE RD / BALCONES WOODS DR,Westbound,2024-12-17T00:00:00Z,2025-01-23T16:47:00Z,30.407795,-97.747864,Currux,Ok,STOP BAR,611,LOC16-003000
9616,ST JOHNS AVE / 35 SVRD,Southbound,2025-06-24T00:00:00Z,2025-06-24T19:43:00Z,30.332579,-97.703705,Loop,Removed,THRU / RIGHT TURN,595,LOC16-002920
9533,MEARNS MEADOW BLVD / RUTLAND DR,Eastbound,2025-06-16T00:00:00Z,2025-06-23T21:32:00Z,30.367003,-97.70063,Radar - Smartmicro,Ok,STOP BAR,486,LOC16-002385
9266,METRIC BLVD / RUTLAND DR,Northbound,2025-02-28T00:00:00Z,2025-04-14T15:57:00Z,30.38065,-97.71595,Currux,Ok,STOP BAR,482,LOC16-002365
9261,ROBERT DEDMAN DR / CLYDE LITTLEFIELD DR,Westbound,2025-02-26T00:00:00Z,2025-03-24T14:11:00Z,30.283914,-97.730981,Video,Removed,"LEFT TURN, RIGHT TURN",1087,LOC21-017335
9519,LAMAR BLVD / PAYTON GIN RD,Northbound,2025-06-13T00:00:00Z,2025-10-27T17:10:00Z,30.357647,-97.700111,Gridsmart,Broken,STOP BAR,474,LOC16-002325
8504,MOPAC EXPY / 45TH ST,Northbound,2023-12-28T00:00:00Z,2024-06-17T14:50:00Z,30.321236,-97.754822,Video,Ok,THRU / LEFT TURN,580,LOC16-002845
9214,WILLIAM CANNON DR / MEADOW LAKE BLVD,Westbound,2024-12-17T00:00:00Z,2024-12-17T15:23:00Z,30.18095,-97.750255,Video,Removed,STOP BAR,220,LOC16-005995
8534,EXPOSITION BLVD / LAKE AUSTIN BLVD,Southbound,2024-01-25T00:00:00Z,2024-01-25T14:41:00Z,30.283213,-97.776772,Currux,Ok,"THRU / LEFT TURN, THRU / RIGHT TURN",750,LOC16-003695
7648,AIRPORT BLVD / WILSHIRE BLVD,Southbound,2022-08-29T00:00:00Z,2024-03-05T21:31:00Z,30.297857,-97.708878,Video,Ok,THRU / RIGHT TURN,559,LOC16-002740
9695,MOPAC EXPY SVRD / PARK BEND DR,Westbound,2025-06-25T00:00:00Z,2025-06-25T14:01:00Z,30.410803,-97.709496,Loop,Removed,THRU / RIGHT TURN,770,LOC16-003790
9350,1ST ST / RIVERSIDE DR,Southbound,2025-03-26T00:00:00Z,2025-04-10T16:01:00Z,30.259758,-97.749275,Currux,Ok,STOP BAR,137,LOC16-000680
8861,38TH ST / BULL CREEK RD,Eastbound,2024-06-11T00:00:00Z,2024-11-13T23:37:00Z,30.309185,-97.750664,Radar - Smartmicro,Ok,"BICYCLE, RIGHT TURN, THRU / LEFT TURN",112,LOC16-000555
7671,ESCARPMENT BLVD / WILLIAM CANNON DR,Westbound,2022-09-23T00:00:00Z,2024-05-16T22:42:00Z,30.229994,-97.864548,Video,Removed,"THRU / LEFT TURN, THRU / RIGHT TURN",421,LOC16-002065
9799,LAMAR BLVD / DENSON DR,Northbound,2025-08-07T00:00:00Z,2025-08-07T22:30:00Z,30.330378,-97.723541,Currux,Ok,STOP BAR,6,LOC16-000025
8245,DESSAU RD / PARMER LN,Southbound,2023-09-14T00:00:00Z,2025-04-23T18:30:00Z,30.387005,-97.648537,Radar - Smartmicro,Ok,"LEFT TURN, THRU / RIGHT TURN, THRU ONLY",828,LOC16-004075
8511,1ST ST / 1ST ST (Akins High School - Main Entrance),Westbound,2024-01-12T00:00:00Z,2025-05-14T13:09:00Z,30.149516,-97.80269,Radar - Smartmicro,Ok,THRU / RIGHT TURN,1125,LOC16-006700
9680,US 183 HWY SVRD / POND SPRINGS RD,Eastbound,2025-06-25T00:00:00Z,2025-06-25T13:39:00Z,30.435135,-97.770386,Loop,Removed,LEFT TURN,723,LOC16-003565
8916,LAMAR BLVD / MENCHACA RD (Barton Skwy),Westbound,2024-07-10T00:00:00Z,2025-01-06T23:46:00Z,30.244257,-97.781395,Video,Ok,RIGHT TURN,125,LOC16-000620
9567,AIRPORT BLVD / KOENIG LN SVRD,Southbound,2025-06-24T00:00:00Z,2025-06-24T17:31:00Z,30.31991,-97.712547,Radar - Wavetronix,Broken,THRU / RIGHT TURN,172,LOC16-000855
8070,FAR WEST BLVD / MOPAC EXPY SVRD,Eastbound,2023-09-11T00:00:00Z,2023-09-11T18:52:00Z,30.351912,-97.749619,Gridsmart,Removed,"LEFT TURN, RIGHT TURN, THRU ONLY",447,LOC16-002195
9873,6TH ST / CAMPBELL ST,Northbound,2025-09-12T00:00:00Z,2025-09-25T15:16:00Z,30.275768,-97.764221,Loop,Broken,THRU / LEFT TURN,205,LOC16-001015
9751,US 290 HWY SVRD / OLD FREDERICKSBURG RD,Eastbound,2025-06-25T00:00:00Z,2025-06-25T15:36:00Z,30.235657,-97.852142,Loop,Removed,LEFT TURN,955,LOC16-004665
6005,51ST ST / OLD MANOR RD,Eastbound,2017-09-11T00:00:00Z,2025-10-13T22:44:00Z,30.299679,-97.6894,Video,Ok,"THRU / RIGHT TURN, LEFT TURN",957,LOC16-004675
9502,MOPAC EXPY SVRD / NORTHLAND DR (West),Westbound,2025-05-23T00:00:00Z,2025-06-13T16:39:00Z,30.336784,-97.755959,Radar - Smartmicro,Ok,STOP BAR,441,LOC16-002165
8905,ESCARPMENT BLVD / HILLSIDE TERRACE DR,Eastbound,2024-06-21T00:00:00Z,2025-10-19T19:38:00Z,30.207516,-97.877579,Video,Ok,BICYCLE,924,LOC16-004535
8379,ST JOHNS AVE / 35 SVRD,Westbound,2023-09-18T00:00:00Z,2023-09-18T20:07:00Z,30.332579,-97.703705,Gridsmart,Removed,"LEFT TURN, RIGHT TURN, THRU ONLY",595,LOC16-002920
9328,GUADALUPE ST / 41ST ST,Southbound,2025-03-26T00:00:00Z,2025-04-14T15:35:00Z,30.306391,-97.735794,Currux,Ok,STOP BAR,49,LOC16-000240
8333,DUVAL RD / AMHERST DR,Eastbound,2023-09-18T00:00:00Z,2025-08-04T13:28:00Z,30.411676,-97.722054,Radar - Smartmicro,Broken,"LEFT TURN, THRU / RIGHT TURN, THRU ONLY",961,LOC16-004695
9238,SLAUGHTER LN / SLAUGHTER LN (Still Water Apartments),Southbound,2025-01-13T00:00:00Z,2025-10-07T17:12:00Z,30.163826,-97.778541,Radar - Smartmicro,Ok,STOP BAR,1157,LOC18-012665
8869,CAPITAL OF TEXAS HWY / SPICEWOOD SPRINGS RD (WEST),Eastbound,2024-06-11T00:00:00Z,2024-12-12T20:07:00Z,30.382658,-97.771362,Radar - Smartmicro,Ok,"LEFT TURN, THRU ONLY",847,LOC16-004170
5992,FM 620 RD / 183 HWY SVRD,Eastbound,2017-09-11T00:00:00Z,2024-07-01T17:37:00Z,30.468016,-97.797371,Video,Broken,"THRU / RIGHT TURN, LEFT TURN",899,LOC16-004430
8366,CESAR CHAVEZ ST / SAN MARCOS ST,Westbound,2023-09-18T00:00:00Z,2023-09-18T17:57:00Z,30.260589,-97.734611,Gridsmart,Removed,"THRU / LEFT TURN, THRU / RIGHT TURN",1042,LOC16-005790
9481,OLTORF ST / 35 SVRD,Northbound,2025-05-22T00:00:00Z,2025-05-22T22:32:00Z,30.233595,-97.740425,Radar - Wavetronix,Ok,"LEFT TURN, THRU / LEFT TURN, THRU ONLY",386,LOC16-001895
8610,PARMER LN / INNOVAR CIR,Southbound,2024-04-02T00:00:00Z,2025-02-18T16:14:00Z,30.376001,-97.631714,Radar - Smartmicro,Ok,"LEFT TURN, THRU / RIGHT TURN",572,LOC16-002805
7592,FAR WEST BLVD / HART LN,Westbound,2022-07-14T00:00:00Z,2023-12-08T21:03:00Z,30.35511,-97.756638,Loop,Ok,LEFT TURN,445,LOC16-002185
7746,WILLIAM CANNON DR / BECKETT RD,Westbound,2023-01-05T00:00:00Z,2025-10-27T19:14:00Z,30.224972,-97.854973,Radar - Smartmicro,Broken,THRU / LEFT TURN,433,LOC16-002125
9243,ENFIELD RD / WINSTED LN,Eastbound,2025-01-15T00:00:00Z,2025-02-25T20:33:00Z,30.286291,-97.76461,Radar - Smartmicro,Ok,STOP BAR,211,LOC16-001035
6020,HARRIS BRANCH PKWY / 290 HWY SVRD,Eastbound,2017-09-11T00:00:00Z,2024-10-03T11:12:00Z,30.334456,-97.607399,Video,Removed,"THRU / RIGHT TURN, LEFT TURN",988,LOC16-004830
7832,CONGRESS AVE / WILLIAM CANNON DR,Northbound,2023-08-10T00:00:00Z,2025-10-27T18:31:00Z,30.193014,-97.778877,Radar - Smartmicro,Ok,"BICYCLE, LEFT TURN, RIGHT TURN, THRU ONLY",411,LOC16-002015
8787,PAYTON GIN RD / PARKFIELD DR,Eastbound,2024-05-16T00:00:00Z,2025-08-04T13:47:00Z,30.362204,-97.710114,Radar - Smartmicro,Ok,THRU / LEFT TURN,479,LOC16-002350
8684,MC NEIL DR / PARMER LN,Northbound,2024-05-13T00:00:00Z,2025-03-10T15:22:00Z,30.44385,-97.742394,Radar - Smartmicro,Ok,"LEFT TURN, THRU / RIGHT TURN",677,LOC16-003340
8418,IH 35 SVRD / 32ND ST,Southbound,2023-09-19T00:00:00Z,2025-03-05T22:36:00Z,30.289063,-97.723053,Gridsmart,Broken,"LEFT TURN, THRU / RIGHT TURN, THRU ONLY",982,LOC16-004800
5977,MENCHACA RD / RAVENSCROFT DR,Northbound,2017-09-11T00:00:00Z,2025-09-17T16:43:00Z,30.157124,-97.833305,Video,Ok,"THRU / RIGHT TURN, LEFT TURN",885,LOC16-004360
9334,24TH ST / RIO GRANDE ST,Eastbound,2025-03-26T00:00:00Z,2025-04-07T17:17:00Z,30.287935,-97.744682,Currux,Ok,STOP BAR,31,LOC16-000150
8250,CAPITAL OF TEXAS HWY / WESTLAKE DR,Westbound,2023-09-14T00:00:00Z,2024-10-03T11:07:00Z,30.335251,-97.806252,Gridsmart,Removed,"LEFT TURN, THRU / RIGHT TURN",832,LOC16-004095
9420,US 290 HWY SVRD / SPRINGDALE RD,Eastbound,2025-05-08T00:00:00Z,2025-07-31T14:55:00Z,30.329023,-97.654752,Radar - Smartmicro,Broken,STOP BAR,800,LOC16-003935
8808,MOPAC EXPY SVRD / PARK BEND DR,Eastbound,2024-05-21T00:00:00Z,2024-10-09T22:25:00Z,30.410803,-97.709496,Video,Ok,THRU / RIGHT TURN,770,LOC16-003790
9591,BEN WHITE BLVD SVRD / WOODWARD ST,Westbound,2025-06-24T00:00:00Z,2025-06-24T19:03:00Z,30.215725,-97.744072,Video,Broken,"LEFT TURN, THRU / RIGHT TURN",504,LOC16-002465
9652,HOWARD LN / 35 SVRD,Eastbound,2025-06-25T00:00:00Z,2025-06-25T13:04:00Z,30.424255,-97.671188,Loop,Removed,LEFT TURN,692,LOC16-003410
6237,JOLLYVILLE RD / BALCONES WOODS DR,Northbound,2018-01-04T00:00:00Z,2024-04-02T17:52:00Z,30.407795,-97.747864,Video,Removed,"LEFT TURN, THRU / RIGHT TURN, THRU ONLY",611,LOC16-003000
9387,FM 2222 RD / BELL MOUNTAIN DR,Eastbound,2025-04-16T00:00:00Z,2025-05-05T21:28:00Z,30.37719,-97.805458,Video,Ok,STOP BAR,861,LOC16-004240
9278,HOWARD LN / CANTARRA DR,Westbound,2025-03-10T00:00:00Z,2025-04-23T20:04:00Z,30.388278,-97.62032,Radar - Smartmicro,Ok,"SETBACK, STOP BAR",1131,LOC17-010380
8430,BURLESON RD / MONTOPOLIS DR,Northbound,2023-09-25T00:00:00Z,2024-10-17T20:47:00Z,30.205563,-97.716591,Video,Ok - Minor Issue,LEFT TURN,534,LOC16-002615
8679,HOWARD LN / MC NEIL MERRILLTOWN RD,Westbound,2024-05-01T00:00:00Z,2025-07-22T15:10:00Z,30.443568,-97.707788,Radar - Smartmicro,Ok,"LEFT TURN, THRU / RIGHT TURN",1074,LOC16-006810
8746,2400 BLK W PARMER LN (MARKET DRIVEWAY),Northbound,2024-05-16T00:00:00Z,2024-12-14T00:54:00Z,30.419012,-97.702217,Radar - Smartmicro,Ok,"LEFT TURN, THRU / RIGHT TURN",524,LOC16-002565
7728,DAVIS LN / COPANO DR,Southbound,2022-12-08T00:00:00Z,2025-09-03T21:57:00Z,30.201783,-97.857466,Video,Ok,"LEFT TURN, THRU ONLY",1043,LOC16-006665
8165,HOWARD LN / WELLS BRANCH PKWY,Southbound,2023-09-12T00:00:00Z,2025-03-31T19:35:00Z,30.440031,-97.695894,Video,Ok,"LEFT TURN, RIGHT TURN, THRU ONLY",624,LOC16-006605
9463,WELLS BRANCH PKWY / 35 SVRD,Other,2025-05-20T00:00:00Z,2025-05-20T19:23:00Z,30.44026,-97.669327,No Detectors,Removed,THRU / LEFT TURN,797,LOC16-003920
6095,IH 35 SVRD / BEN WHITE BLVD SVRD,Southbound,2017-09-11T00:00:00Z,2025-03-26T19:14:00Z,30.215517,-97.751259,Video,Broken,"LEFT TURN, THRU / RIGHT TURN",506,LOC16-002475
9505,CONGRESS AVE / LITTLE TEXAS LN,Eastbound,2025-06-04T00:00:00Z,2025-06-04T13:14:00Z,30.202492,-97.775528,Loop,Ok,STOP BAR,945,LOC16-004615
8467,IH 35 SVRD / N IH 35 SVRD SB AT 41ST TRN,Northbound,2023-10-18T00:00:00Z,2025-08-06T13:40:00Z,30.298578,-97.717049,Video,Ok,THRU / LEFT TURN,971,LOC16-004745
9452,AIRPORT BLVD / LAMAR BLVD,Northbound,2025-05-20T00:00:00Z,2025-05-20T16:06:00Z,30.337629,-97.718872,Loop,Ok,THRU / RIGHT TURN,9,LOC16-000040
8378,ST JOHNS AVE / 35 SVRD,Eastbound,2023-09-18T00:00:00Z,2023-09-18T20:06:00Z,30.332579,-97.703705,Gridsmart,Removed,"LEFT TURN, RIGHT TURN, THRU ONLY",595,LOC16-002920
9845,AIRPORT BLVD / 51ST ST,Westbound,2025-08-22T00:00:00Z,2025-09-04T19:17:00Z,30.312069,-97.71534,Currux,Ok,STOP BAR,170,LOC16-000845
8278,HARRIS BRANCH PKWY / PARMER LN,Eastbound,2023-09-14T00:00:00Z,2024-02-27T16:12:00Z,30.368521,-97.613174,Gridsmart,Removed,"LEFT TURN, THRU / RIGHT TURN, THRU ONLY",863,LOC16-004250
8458,5613 BLK SOUTHWEST PKWY (Encino Trace Office Park),Westbound,2023-10-03T00:00:00Z,2025-10-21T21:36:00Z,30.244806,-97.843624,Video,Ok,"LEFT TURN, THRU ONLY",630,LOC17-007425
8572,DECKER LN / LOYOLA LN,Southbound,2024-03-12T00:00:00Z,2025-10-13T21:04:00Z,30.291227,-97.627983,Radar - Smartmicro,Ok,"LEFT TURN, THRU / RIGHT TURN",783,LOC16-003850
9029,THERMAL DR / WELLS BRANCH PKWY,Northbound,2024-08-09T00:00:00Z,2025-04-10T14:27:00Z,30.434973,-97.677193,Video,Ok,"LEFT TURN, THRU / RIGHT TURN",437,LOC16-002145
8898,IH 35 SVRD / 4TH ST (NB),"Westbound, Eastbound",2024-06-18T00:00:00Z,2025-04-02T19:51:00Z,30.263802,-97.734826,Video,Ok,BICYCLE,1086,LOC19-015140
9117,AIRPORT BLVD / 45TH ST,Southbound,2024-10-08T00:00:00Z,2025-09-04T19:24:00Z,30.303625,-97.715981,Radar - Smartmicro,Ok,"THRU / RIGHT TURN, THRU ONLY",169,LOC16-000840
8662,WILLIAM CANNON DR / SALT SPRINGS DR,Northbound,2024-04-30T00:00:00Z,2025-10-27T18:15:00Z,30.16901,-97.738373,Radar - Smartmicro,Ok,"LEFT TURN, RIGHT TURN",839,LOC16-004130
8712,WILLIAM CANNON DR / VEGA AVE,Westbound,2024-05-14T00:00:00Z,2025-10-27T19:18:00Z,30.241201,-97.861407,Radar - Smartmicro,Broken,"LEFT TURN, RIGHT TURN",1143,LOC16-006680
8990,7TH ST / ATTAYAC ST,Westbound,2024-08-06T00:00:00Z,2025-06-16T12:41:00Z,30.265019,-97.72908,Radar - Smartmicro,Ok,"BICYCLE, LEFT TURN, THRU / RIGHT TURN, THRU ONLY",350,LOC16-001715
6115,BURLESON RD / BEN WHITE BLVD SVRD,Southbound,2017-09-11T00:00:00Z,2023-12-22T22:31:00Z,30.215605,-97.734871,Video,Ok,"THRU / RIGHT TURN, LEFT TURN",581,LOC16-002850
7696,MENCHACA RD / JONES RD,Southbound,2022-10-13T00:00:00Z,2025-04-14T22:05:00Z,30.220758,-97.794067,Video,Ok,THRU / LEFT TURN,191,LOC16-000945
9897,OLTORF ST / 1ST ST,Northbound,2025-10-24T00:00:00Z,2025-10-29T19:49:00Z,30.242111,-97.759621,Video,Ok,"LEFT TURN, THRU ONLY",145,LOC16-000720
8445,PARMER LN / SCOFIELD FARMS DR,Northbound,2023-10-02T00:00:00Z,2025-09-17T22:35:00Z,30.411358,-97.686707,Video,Ok,THRU / LEFT TURN,813,LOC16-004000
8397,MC NEIL DR / 183 HWY SVRD,Southbound,2023-09-19T00:00:00Z,2023-09-19T14:41:00Z,30.434488,-97.769058,Gridsmart,Removed,"RIGHT TURN, THRU / LEFT TURN, THRU ONLY",721,LOC16-003555
9811,PARKFIELD DR / RUTLAND DR,Northbound,2025-08-07T00:00:00Z,2025-08-07T22:44:00Z,30.369251,-97.705498,Currux,Ok,STOP BAR,481,LOC16-002360
8965,CAPITAL OF TEXAS HWY / MOPAC EXPY SVRD,Southbound,2024-07-17T00:00:00Z,2024-10-30T19:16:00Z,30.389957,-97.734985,No Detectors,Recabling And/Or Rodded Conduit Required,"LEFT TURN, THRU ONLY",853,LOC16-004205
8835,DEAN KEETON ST / MEDICAL ARTS ST,Westbound,2024-05-21T00:00:00Z,2025-09-13T21:27:00Z,30.28833,-97.729134,Radar - Smartmicro,Broken,"LEFT TURN, THRU / RIGHT TURN",65,LOC16-000320
9903,CESAR CHAVEZ ST / SANDRA MURAIDA WAY,Eastbound,2025-10-24T00:00:00Z,2025-10-24T19:41:00Z,30.266434,-97.755539,Currux,Ok,THRU ONLY,229,LOC16-001125
9134,MOPAC EXPY SVRD / PARK BEND DR,Westbound,2024-10-11T00:00:00Z,2024-10-11T22:09:00Z,30.410803,-97.709496,Video,Ok,THRU / LEFT TURN,770,LOC16-003790
7711,MARTIN LUTHER KING JR BLVD / SPRINGDALE RD,Eastbound,2022-11-07T00:00:00Z,2023-12-28T13:04:00Z,30.285862,-97.682625,Video,Ok,THRU / LEFT TURN,637,LOC16-003130
8007,RIVERSIDE DR / FARO DR,Westbound,2023-09-08T00:00:00Z,2025-07-01T16:03:00Z,30.229511,-97.712631,Radar - Smartmicro,Ok,"LEFT TURN, RIGHT TURN, THRU ONLY",337,LOC16-001650
9598,BRAKER LN / MOPAC EXPY SVRD,Southbound,2025-06-24T00:00:00Z,2025-06-24T19:14:00Z,30.395491,-97.732124,Loop,Unknown,LEFT TURN,525,LOC16-002570
